mold_name,timestamp,material_name,machine_tonnage,cycle_number,hopper_temp,nozzle_temp,H1,H2,H3,mold_core_temp,mold_cavity_temp,inj_speed1,inj_speed2,inj_speed3,actual_inj_pressure,vp_transition,inj_time_actual,holding_pressure_stage1,holding_pressure_stage2,holding_pressure_stage3,screw_rpm,back_pressure,decompression_speed,decompression_distance,cushion_size,clamp_force,mold_close_speed,mold_protection_pressure,ejection_stroke,ejection_speed,cooling_time,mold_open_reset_time,part_weight,shot_weight,screw_diameter,total_cycle_time,Hopper_State,Barrel_Heater_State,Screw_State,Injection_Unit_State,Hydraulic_System_State,Clamp_Unit_State,Mold_State,Cooling_System_State,Ejector_System_State
Smart Router Enclosure,01:23.1,"ABS (Flame Retardant, Medium Flow)",180,3801,45,230,224,214,199,72,78,33,52,20,130,8.6,1.47,65,50,31,68,9,13,5.4,3.4,119,229,12,51,32,16.33,4.07,35.4,81.2,45,26.96,0,0,0,0,0,0,0,1,1
Smart Router Enclosure,01:50.0,"ABS (Flame Retardant, Medium Flow)",180,3802,43,230,226,214,198,72,77,33,57,18,134,9,1.52,67,51,31,69,9,13,5.5,3.8,119,228,12,50,29,16.23,4.17,35.9,79.8,45,26.97,0,0,1,0,0,0,0,1,1
Smart Router Enclosure,02:17.0,"ABS (Flame Retardant, Medium Flow)",180,3803,43,229,224,214,200,71,76,31,55,18,131,9.1,1.53,65,48,32,68,9,15,5.6,3.6,122,235,13,51,34,16.33,4.1,36,82.9,45,26.96,0,0,1,0,0,0,0,1,1
Smart Router Enclosure,02:43.9,"ABS (Flame Retardant, Medium Flow)",180,3804,46,228,225,213,197,71,78,32,58,19,135,9.6,1.48,70,48,30,68,9,14,5.3,3.5,123,242,12,50,34,16.1,3.94,34.9,81.2,45,26.54,0,0,1,0,0,0,0,1,1
Smart Router Enclosure,03:10.5,"ABS (Flame Retardant, Medium Flow)",180,3805,45,230,226,215,202,71,77,32,57,19,132,8.5,1.4,68,47,30,74,9,13,5.7,3.6,125,215,13,49,35,16.25,3.89,35.6,82.3,45,26.53,0,0,0,0,0,0,0,1,1
Smart Router Enclosure,03:37.0,"ABS (Flame Retardant, Medium Flow)",180,3806,41,230,227,213,198,71,78,32,54,20,134,8.7,1.48,68,49,29,70,9,14,5.3,3.7,125,213,13,50,35,16.45,4.1,34.7,78.7,45,26.97,0,0,0,0,0,0,0,1,1
Smart Router Enclosure,04:04.0,"ABS (Flame Retardant, Medium Flow)",180,3807,46,231,225,214,199,71,76,31,57,18,130,9,1.51,67,50,33,70,9,14,5.8,3.7,113,222,12,52,32,16.89,3.89,35.3,82.1,45,27.27,0,0,0,0,0,0,0,1,1
Smart Router Enclosure,04:31.3,"ABS (Flame Retardant, Medium Flow)",180,3808,44,228,224,215,197,70,77,35,54,19,132,8.9,1.47,66,48,30,68,9,14,5.2,3.7,126,224,12,48,31,17.19,3.97,34,81.2,45,27.62,0,0,0,0,0,0,0,1,1
Smart Router Enclosure,04:58.9,"ABS (Flame Retardant, Medium Flow)",180,3809,44,229,225,213,198,72,78,33,56,19,134,9,1.51,71,50,31,66,9,14,5.5,3.6,122,221,13,50,32,16.4,4.12,35,77.5,45,27.04,0,0,0,0,0,0,0,1,1
Smart Router Enclosure,05:25.9,"ABS (Flame Retardant, Medium Flow)",180,3810,43,229,225,215,200,73,76,32,57,19,130,9.1,1.45,68,51,32,67,8,13,5.7,3.7,123,222,13,53,33,15.91,4.09,35.7,84.4,45,26.51,0,0,0,0,0,0,0,1,1
Smart Router Enclosure,05:52.4,"ABS (Flame Retardant, Medium Flow)",180,3811,46,227,224,213,198,72,79,33,57,18,125,8.7,1.48,66,49,31,68,9,14,5.6,3.6,126,216,13,51,32,16.65,3.88,34.4,80,45,26.99,0,0,0,0,0,0,0,1,1
Smart Router Enclosure,06:19.4,"ABS (Flame Retardant, Medium Flow)",180,3812,45,230,225,215,199,70,77,34,59,19,131,8.8,1.51,67,47,30,68,9,14,5.4,3.7,118,226,13,53,33,16.83,4.04,34.1,81,45,27.34,0,0,0,0,0,0,0,1,1
Smart Router Enclosure,06:46.8,"ABS (Flame Retardant, Medium Flow)",180,3813,44,229,227,215,202,70,77,33,56,18,129,8.7,1.48,68,50,31,71,9,13,5,3.4,126,208,13,50,32,16.84,3.87,35.1,82.7,45,27.24,0,0,1,0,0,0,0,1,1
Smart Router Enclosure,07:14.0,"ABS (Flame Retardant, Medium Flow)",180,3814,41,229,222,214,200,72,74,35,58,18,131,8.7,1.5,68,47,33,70,8,13,5.3,3.6,129,228,13,50,31,16.38,4.11,35.9,84.5,45,26.9,0,0,0,0,0,0,0,1,1
Smart Router Enclosure,07:40.9,"ABS (Flame Retardant, Medium Flow)",180,3815,43,230,221,215,199,71,76,31,58,19,128,8.6,1.38,67,48,31,71,8,13,5.5,3.5,124,230,12,49,32,15.92,3.92,35.8,84.3,45,26.17,0,0,1,0,0,0,0,1,1
Smart Router Enclosure,08:07.1,"ABS (Flame Retardant, Medium Flow)",180,3816,43,228,222,215,197,71,76,35,55,19,130,8.2,1.41,66,49,32,71,9,15,5.6,3.7,122,236,12,48,32,16.61,4.16,34.7,82.1,45,27.11,0,0,1,0,0,0,0,1,1
Smart Router Enclosure,08:34.2,"ABS (Flame Retardant, Medium Flow)",180,3817,44,229,223,213,202,71,78,32,53,19,134,9.3,1.5,68,48,32,68,9,14,5.6,3.3,123,228,12,49,34,16.48,3.86,35.2,82.3,45,26.87,0,0,1,0,0,0,0,1,1
Smart Router Enclosure,09:01.0,"ABS (Flame Retardant, Medium Flow)",180,3818,43,231,223,215,202,70,75,33,57,18,131,9.4,1.47,66,49,31,67,9,13,5.3,3.8,121,230,12,49,33,16.3,4.05,35.1,78.9,45,26.83,0,0,1,0,0,0,0,1,1
Smart Router Enclosure,09:27.9,"ABS (Flame Retardant, Medium Flow)",180,3819,45,228,223,214,196,72,76,33,58,18,128,9,1.39,66,52,31,73,9,14,5.5,3.6,124,220,13,48,32,16.8,4.05,36.4,81.2,45,27.25,0,0,1,0,0,0,0,1,1
Smart Router Enclosure,09:55.1,"ABS (Flame Retardant, Medium Flow)",180,3820,46,229,223,216,197,71,77,33,57,18,132,9.3,1.49,66,49,32,71,9,14,5.4,3.8,125,231,13,49,31,16.85,3.9,34.7,82,45,27.28,0,0,1,0,0,0,0,1,1
Smart Router Enclosure,10:22.4,"ABS (Flame Retardant, Medium Flow)",180,3821,44,230,225,212,201,70,78,35,58,17,127,8.6,1.45,66,49,30,71,9,14,5.6,3.4,123,219,13,49,33,16.71,3.8,35.1,80,45,26.97,0,0,1,0,0,0,0,1,1
Smart Router Enclosure,10:49.4,"ABS (Flame Retardant, Medium Flow)",180,3822,43,231,223,215,198,72,78,34,58,20,125,9,1.42,66,51,31,67,9,13,5.4,3.8,123,219,13,52,31,16.18,4.1,34.9,82.7,45,26.7,0,0,1,0,0,0,0,1,1
Smart Router Enclosure,11:16.1,"ABS (Flame Retardant, Medium Flow)",180,3823,44,231,223,213,201,71,77,32,54,18,127,8.8,1.46,66,51,31,63,9,13,5.5,3.8,121,236,12,48,31,16.47,4.09,35.6,83,45,27.05,0,0,0,0,0,0,0,1,1
Smart Router Enclosure,11:43.1,"ABS (Flame Retardant, Medium Flow)",180,3824,44,230,222,214,199,73,76,31,60,20,132,8.7,1.46,66,49,33,69,9,14,5.7,3.6,125,219,13,51,31,17.11,3.97,35.6,80.4,45,27.58,0,0,0,0,0,0,0,1,1
Smart Router Enclosure,12:10.7,"ABS (Flame Retardant, Medium Flow)",180,3825,46,231,226,216,202,71,76,35,50,19,130,8.8,1.41,68,49,32,73,9,14,5.5,3.7,126,238,12,50,33,16.89,4.05,35.8,81,45,27.37,0,0,0,0,0,0,0,1,1
Smart Router Enclosure,12:38.1,"ABS (Flame Retardant, Medium Flow)",180,3826,44,229,226,213,197,69,79,34,55,20,131,8.8,1.42,66,52,30,72,9,14,5.6,3.8,124,219,13,47,33,17.4,4.19,34.1,82.4,45,28,0,0,0,0,0,0,0,1,1
Smart Router Enclosure,13:06.1,"ABS (Flame Retardant, Medium Flow)",180,3827,46,231,225,215,199,73,78,31,60,20,133,8.7,1.47,71,49,31,67,9,14,5.5,3.5,122,230,13,50,34,16.68,4.03,35,77.8,45,27.17,0,0,0,0,0,0,0,1,1
Smart Router Enclosure,13:33.2,"ABS (Flame Retardant, Medium Flow)",180,3828,42,230,225,213,199,72,77,32,59,18,131,8.5,1.38,67,51,32,68,9,15,5.6,3.8,126,220,13,51,34,17,4.02,35.3,82,45,27.32,0,0,0,0,0,0,0,2,1
Smart Router Enclosure,14:00.6,"ABS (Flame Retardant, Medium Flow)",180,3829,44,231,226,216,201,71,76,34,57,17,130,9.3,1.49,63,51,31,64,9,14,5.3,3.6,124,240,12,50,32,16.31,3.92,35.5,82.7,45,26.73,0,0,0,0,0,0,0,2,1
Smart Router Enclosure,14:27.3,"ABS (Flame Retardant, Medium Flow)",180,3830,43,232,226,215,200,74,77,32,58,19,131,8.8,1.37,67,49,31,65,9,14,5.3,3.6,120,226,12,52,31,16.48,4.02,34.5,80.9,45,26.95,0,0,0,0,0,0,0,2,1
Smart Router Enclosure,14:54.2,"ABS (Flame Retardant, Medium Flow)",180,3831,44,229,223,218,199,71,77,32,54,19,130,9,1.45,69,47,34,69,9,13,5.6,3.8,125,224,13,51,33,16.64,4.04,35.6,84.5,45,27.11,0,0,0,0,0,0,0,2,1
Smart Router Enclosure,15:21.4,"ABS (Flame Retardant, Medium Flow)",180,3832,45,229,224,215,199,73,77,33,57,19,132,9.2,1.46,66,50,32,71,9,14,5.6,3.3,124,237,13,52,33,17.04,4.33,34.5,78.8,45,27.81,0,0,0,0,0,0,0,2,1
Smart Router Enclosure,15:49.2,"ABS (Flame Retardant, Medium Flow)",180,3833,42,230,226,216,196,72,76,32,54,19,132,8.9,1.43,67,49,30,67,9,13,5.5,3.7,121,223,12,52,29,16.84,3.94,35.1,81.1,45,27.22,0,0,0,0,0,0,0,2,1
Smart Router Enclosure,16:16.4,"ABS (Flame Retardant, Medium Flow)",180,3834,43,231,224,215,199,74,79,34,60,18,136,9.1,1.47,68,47,30,68,9,14,5.5,3.4,122,225,13,50,31,16.23,3.93,35.5,83.9,45,26.69,0,0,0,0,0,0,0,2,1
Smart Router Enclosure,16:43.1,"ABS (Flame Retardant, Medium Flow)",180,3835,44,228,225,217,198,71,77,35,57,18,135,8.8,1.44,69,50,32,70,9,14,5.4,3.6,128,209,13,50,31,16.2,3.91,35,82.6,45,26.56,0,0,0,0,0,0,0,2,1
Smart Router Enclosure,17:09.6,"ABS (Flame Retardant, Medium Flow)",180,3836,44,231,226,215,200,72,77,33,56,18,128,9,1.43,67,48,31,70,9,13,5.2,3.7,124,216,13,48,33,16.85,3.96,36.1,82.5,45,27.23,0,0,0,0,0,0,0,2,1
Smart Router Enclosure,17:36.9,"ABS (Flame Retardant, Medium Flow)",180,3837,42,228,228,217,199,72,79,31,59,19,130,9.1,1.46,67,51,30,71,9,13,5.5,3.7,122,227,12,48,29,17.02,3.91,35.4,82.6,45,27.39,0,0,0,0,0,0,0,2,1
Smart Router Enclosure,18:04.3,"ABS (Flame Retardant, Medium Flow)",180,3838,45,230,226,212,201,71,78,34,57,19,137,9.2,1.53,67,49,31,69,8,15,5.6,3.5,123,229,13,50,35,16.31,4.2,35.5,81.5,45,26.98,0,0,1,0,0,0,0,2,1
Smart Router Enclosure,18:31.2,"ABS (Flame Retardant, Medium Flow)",180,3839,45,229,223,215,199,71,79,32,56,18,133,9,1.47,66,49,32,69,9,13,5.4,3.4,126,228,12,50,32,16.37,3.95,35.1,82.3,45,26.75,0,0,1,0,0,0,0,2,1
Smart Router Enclosure,18:58.0,"ABS (Flame Retardant, Medium Flow)",180,3840,45,229,224,214,199,70,76,31,59,19,136,9.2,1.45,67,47,33,64,9,14,5.6,3.6,124,209,12,50,31,16.86,4.1,35.4,82.8,45,27.51,0,0,0,0,0,0,0,2,1
Smart Router Enclosure,19:25.5,"ABS (Flame Retardant, Medium Flow)",180,3841,42,229,226,216,200,73,78,31,55,19,132,8.9,1.48,69,49,31,66,9,14,5.7,3.8,126,230,12,50,31,16.47,4.1,35.9,82.8,45,27.11,0,0,0,0,0,0,0,2,1
Smart Router Enclosure,19:52.6,"ABS (Flame Retardant, Medium Flow)",180,3842,44,230,224,216,198,73,78,34,55,18,132,9,1.47,68,49,30,69,9,14,5.8,3.7,128,226,13,50,31,17.28,4.06,35.4,81.7,45,27.78,0,0,1,0,0,0,0,2,1
Smart Router Enclosure,20:20.4,"ABS (Flame Retardant, Medium Flow)",180,3843,44,230,226,217,200,73,78,32,53,19,129,8.9,1.46,62,47,31,66,8,13,5,3.5,125,220,13,50,32,17.33,4.15,35.1,80.9,45,28.03,0,0,1,0,0,0,0,2,1
Smart Router Enclosure,20:48.4,"ABS (Flame Retardant, Medium Flow)",180,3844,44,231,227,213,197,72,78,33,55,18,130,9.3,1.53,66,51,31,66,9,14,5.4,3.8,124,236,12,50,29,17.42,4.03,35.2,79.1,45,27.92,0,0,1,0,0,0,0,2,1
Smart Router Enclosure,21:16.3,"ABS (Flame Retardant, Medium Flow)",180,3845,44,228,226,216,200,71,78,33,55,19,130,8.4,1.58,65,48,31,70,9,13,5.5,3.1,127,245,13,51,31,16.82,3.92,35.4,80.9,45,27.43,0,0,1,0,0,0,0,2,1
Smart Router Enclosure,21:43.8,"ABS (Flame Retardant, Medium Flow)",180,3846,43,230,227,214,200,71,79,33,55,19,139,9,1.54,67,48,32,67,8,13,5.4,3.8,119,238,12,50,33,16.55,4.07,36.2,83.3,45,27.17,0,0,1,0,0,0,0,2,1
Smart Router Enclosure,22:10.9,"ABS (Flame Retardant, Medium Flow)",180,3847,44,230,223,216,200,73,77,32,53,20,129,9.2,1.56,67,49,31,69,9,14,5.4,3.3,122,227,12,51,34,16.44,4.19,35.8,83.7,45,27.21,0,0,1,0,0,0,0,2,1
Smart Router Enclosure,22:38.1,"ABS (Flame Retardant, Medium Flow)",180,3848,47,229,222,214,201,72,79,32,57,19,133,8.7,1.42,65,49,30,65,9,14,5.3,3.7,125,230,12,51,29,17.31,4.32,36.3,81.4,45,28.03,0,0,0,0,0,0,0,2,1
Smart Router Enclosure,23:06.2,"ABS (Flame Retardant, Medium Flow)",180,3849,44,230,223,217,203,71,77,33,57,19,130,9.3,1.43,69,49,31,66,8,14,5.4,3.6,126,240,13,51,33,17.25,3.95,34.9,81.5,45,27.7,0,0,0,0,0,0,0,2,1
Smart Router Enclosure,23:33.9,"ABS (Flame Retardant, Medium Flow)",180,3850,42,229,224,214,199,74,78,32,56,19,132,9.2,1.54,71,50,32,71,9,14,5.2,3.7,130,227,13,51,32,16.53,4.23,35.5,82.1,45,27.3,0,0,0,0,0,0,0,2,1
Smart Router Enclosure,24:01.2,"ABS (Flame Retardant, Medium Flow)",180,3851,46,231,223,216,198,72,76,35,53,18,132,9,1.45,67,48,31,70,9,14,5.7,3.5,119,224,12,50,31,16.94,4.05,35.2,79.5,45,27.4,0,0,0,0,0,0,0,2,1
Smart Router Enclosure,24:28.6,"ABS (Flame Retardant, Medium Flow)",180,3852,46,230,223,213,199,74,76,34,54,18,123,9.7,1.5,66,49,33,70,9,15,5.4,3.7,124,226,13,52,32,16.42,4.1,33.8,82.8,45,26.94,0,0,0,0,0,0,0,2,1
Smart Router Enclosure,24:55.5,"ABS (Flame Retardant, Medium Flow)",180,3853,45,230,224,213,202,72,77,34,56,17,128,8.7,1.45,67,50,31,67,9,13,5.2,3.8,119,233,12,51,34,17.26,4.15,35.2,80.9,45,27.86,0,0,0,0,0,0,0,2,1
Smart Router Enclosure,25:23.4,"ABS (Flame Retardant, Medium Flow)",180,3854,45,232,224,213,198,72,76,33,52,18,132,9.1,1.49,67,46,33,71,9,13,5.5,3.7,121,233,13,50,34,16.64,3.74,35.7,83.8,45,26.79,0,0,0,0,0,0,0,2,1
Smart Router Enclosure,25:50.2,"ABS (Flame Retardant, Medium Flow)",180,3855,47,229,225,214,203,72,78,33,56,19,127,9.1,1.47,67,52,32,69,8,14,5.5,3.6,128,226,12,49,33,16.73,4.11,35.7,81.3,45,27.37,0,0,0,0,0,0,0,2,1
Smart Router Enclosure,26:17.5,"ABS (Flame Retardant, Medium Flow)",180,3856,44,230,224,214,199,73,79,34,58,20,129,8.9,1.42,65,50,31,67,9,14,5.2,3.6,125,230,12,50,31,17.08,4.1,36.6,82.2,45,27.7,0,0,0,0,0,0,0,2,1
Smart Router Enclosure,26:45.2,"ABS (Flame Retardant, Medium Flow)",180,3857,45,229,223,215,200,73,78,34,59,19,133,9,1.47,66,51,32,66,9,14,5.3,3.6,129,216,12,49,30,16.66,3.73,35.5,83,45,26.91,0,0,0,0,0,0,0,2,1
Smart Router Enclosure,27:12.1,"ABS (Flame Retardant, Medium Flow)",180,3858,46,229,226,215,202,73,79,32,55,19,135,9.7,1.41,70,50,28,64,9,13,5.4,3.7,132,238,12,46,37,16.9,3.53,35.3,82.5,45,26.86,0,0,0,0,0,0,0,2,0
Smart Router Enclosure,27:39.0,"ABS (Flame Retardant, Medium Flow)",180,3859,43,229,228,214,198,74,81,34,54,18,128,8.9,1.51,67,49,33,70,9,14,5.7,3.6,125,229,13,47,36,17.2,3.69,36.3,85.8,45,27.4,0,0,0,0,0,0,0,2,0
Smart Router Enclosure,28:06.4,"ABS (Flame Retardant, Medium Flow)",180,3860,46,229,225,215,200,71,79,33,60,19,129,8.9,1.49,67,51,31,70,9,14,5.4,3.7,125,234,13,46,40,17.1,3.5,35.9,82,45,27.11,0,0,0,0,0,0,0,2,0
Smart Router Enclosure,28:33.5,"ABS (Flame Retardant, Medium Flow)",180,3861,44,230,224,214,201,72,78,37,56,20,132,8.8,1.46,70,48,32,76,9,13,5.3,3.5,126,231,12,47,35,16.89,3.74,36,81.8,45,27.12,0,0,0,0,0,0,0,2,0
Smart Router Enclosure,29:00.6,"ABS (Flame Retardant, Medium Flow)",180,3862,45,229,222,215,197,74,77,32,56,18,132,9.1,1.47,65,49,32,71,9,14,5.4,3.5,128,215,13,46,34,17.34,3.55,35.1,81.9,45,27.4,0,0,0,0,0,0,0,2,0
Smart Router Enclosure,29:28.0,"ABS (Flame Retardant, Medium Flow)",180,3863,45,230,224,213,196,72,79,34,57,18,131,8.9,1.47,64,52,30,70,9,13,5.6,3.9,123,231,12,45,36,17.73,3.66,36.3,81.6,45,27.9,0,0,0,0,0,0,0,2,0
Smart Router Enclosure,29:55.9,"ABS (Flame Retardant, Medium Flow)",180,3864,43,229,223,215,200,73,79,32,56,20,133,8.8,1.48,70,46,32,70,9,14,5.6,3.5,131,237,13,45,37,17.13,3.51,34.7,80.9,45,27.17,0,0,0,0,0,0,0,2,0
Smart Router Enclosure,30:23.1,"ABS (Flame Retardant, Medium Flow)",180,3865,46,228,225,212,197,72,78,33,55,18,132,8.9,1.38,69,51,32,70,9,13,5.3,3.7,128,229,12,47,37,17.17,3.67,36.1,81,45,27.26,0,0,0,0,0,0,0,2,0
Smart Router Enclosure,30:50.3,"ABS (Flame Retardant, Medium Flow)",180,3866,43,229,227,216,200,74,79,32,54,19,128,9.3,1.45,68,49,30,67,9,15,5.3,3.8,127,237,12,45,36,17.43,3.43,34.9,79.3,45,27.32,0,0,0,0,0,0,0,2,0
Smart Router Enclosure,31:17.7,"ABS (Flame Retardant, Medium Flow)",180,3867,44,229,223,213,199,71,77,36,57,20,129,8.6,1.42,68,48,30,69,9,14,5.4,3.8,127,243,12,48,37,17.22,3.67,36.1,80.6,45,27.32,0,0,0,0,0,0,0,2,0
Smart Router Enclosure,31:45.0,"ABS (Flame Retardant, Medium Flow)",180,3868,45,231,224,213,201,72,79,34,56,18,131,9.1,1.44,66,50,33,70,9,13,5.4,3.7,125,225,13,46,37,17.43,3.81,36,81.9,45,27.67,0,0,0,0,0,0,0,2,0
Smart Router Enclosure,32:12.7,"ABS (Flame Retardant, Medium Flow)",180,3869,44,230,225,216,201,72,78,32,58,19,133,8.6,1.5,66,50,32,70,8,13,5.3,3.5,126,223,12,45,36,17.13,3.46,36.5,83.1,45,27.21,0,0,0,0,0,0,0,2,0
Smart Router Enclosure,32:39.9,"ABS (Flame Retardant, Medium Flow)",180,3870,43,229,223,214,197,73,79,34,58,19,130,8.5,1.56,72,51,31,68,9,15,5.4,3.7,134,220,12,44,35,16.56,3.63,34.9,83.5,45,26.69,0,0,0,0,0,0,0,2,0
Smart Router Enclosure,33:06.6,"ABS (Flame Retardant, Medium Flow)",180,3871,42,230,222,216,199,74,77,33,59,19,133,8.9,1.45,69,46,33,71,9,13,5.4,3.7,128,223,12,46,38,16.73,3.37,35.5,81,45,26.58,0,0,0,0,0,0,0,2,0
Smart Router Enclosure,33:33.1,"ABS (Flame Retardant, Medium Flow)",180,3872,43,230,226,215,197,75,79,33,56,19,135,8.9,1.48,67,47,31,70,9,14,5.5,3.8,130,225,12,46,37,17.31,3.53,35.4,81.9,45,27.3,0,0,0,0,0,0,0,2,0
Smart Router Enclosure,34:00.4,"ABS (Flame Retardant, Medium Flow)",180,3873,45,228,223,212,200,74,80,32,53,19,129,9.5,1.51,67,50,32,69,9,13,5.7,3.5,125,211,12,48,37,17.29,3.52,36.3,81.9,45,27.4,0,0,0,0,0,0,0,2,0
Smart Router Enclosure,34:27.8,"ABS (Flame Retardant, Medium Flow)",180,3874,44,229,224,214,197,73,80,31,55,19,135,8.7,1.52,64,51,31,71,9,14,5.4,3.6,121,243,11,44,37,17.23,3.43,35.4,81.6,45,27.16,0,0,0,0,0,0,0,2,0
Smart Router Enclosure,34:55.0,"ABS (Flame Retardant, Medium Flow)",180,3875,44,229,224,211,201,73,79,32,51,19,129,9.2,1.46,68,50,32,70,9,14,5.2,3.8,130,234,12,44,38,16.92,3.67,36,82.3,45,27.1,0,0,0,0,0,0,0,2,0
Smart Router Enclosure,35:22.1,"ABS (Flame Retardant, Medium Flow)",180,3876,43,230,224,215,196,74,76,31,54,20,124,9.2,1.52,65,50,33,67,9,14,5.3,3.5,125,229,13,45,36,17.34,3.68,36.1,82.5,45,27.59,0,0,0,0,0,0,0,2,0
Smart Router Enclosure,35:49.7,"ABS (Flame Retardant, Medium Flow)",180,3877,43,228,225,216,199,74,81,33,57,19,133,9,1.53,69,49,32,73,9,14,5.5,3.6,125,220,12,46,36,16.55,3.5,35.6,83.2,45,26.57,0,0,0,0,0,0,0,2,0
Smart Router Enclosure,36:16.2,"ABS (Flame Retardant, Medium Flow)",180,3878,43,229,222,215,198,73,78,32,59,18,137,9.4,1.52,69,50,33,69,9,14,5.1,3.6,124,209,12,47,36,17.34,3.56,35.7,81.4,45,27.42,0,0,0,0,0,0,0,2,0
Smart Router Enclosure,36:43.7,"ABS (Flame Retardant, Medium Flow)",180,3879,45,231,225,213,198,74,80,32,55,19,126,9.1,1.42,67,47,31,70,9,13,5.4,3.6,124,226,13,46,39,17.51,3.49,35.9,81.5,45,27.3,0,0,0,0,0,0,0,2,0
Smart Router Enclosure,37:11.0,"ABS (Flame Retardant, Medium Flow)",180,3880,42,229,223,215,198,73,78,33,57,20,131,9.2,1.47,67,49,31,72,9,15,5.4,3.5,126,218,12,47,38,18.14,3.5,35.3,84.7,45,28.14,0,0,0,0,0,0,0,2,0
Smart Router Enclosure,37:39.1,"ABS (Flame Retardant, Medium Flow)",180,3881,44,230,224,213,199,72,78,35,54,18,130,8.9,1.48,70,48,33,69,9,14,5.5,3.3,128,231,12,44,37,17.82,3.72,35.5,81.4,45,27.94,0,0,0,0,0,0,0,2,0
Smart Router Enclosure,38:07.0,"ABS (Flame Retardant, Medium Flow)",180,3882,45,230,223,215,197,72,79,33,55,19,126,8.9,1.5,66,44,31,71,9,14,5.7,3.5,128,228,12,43,36,18.12,3.52,35.4,83.3,45,28.03,0,0,0,0,0,0,0,2,0
Smart Router Enclosure,38:35.1,"ABS (Flame Retardant, Medium Flow)",180,3883,44,230,224,215,198,73,77,32,56,17,139,9.7,1.5,71,47,31,67,9,14,5.2,3.6,131,244,13,45,38,17.23,3.49,35.7,80.1,45,27.24,0,0,0,0,0,0,0,2,0
Smart Router Enclosure,39:02.3,"ABS (Flame Retardant, Medium Flow)",180,3884,46,229,225,213,202,73,78,33,57,19,127,9.5,1.5,70,47,31,69,9,13,5.2,3.2,122,225,12,46,36,17.51,3.54,36,81.1,45,27.59,0,0,0,0,0,0,0,2,0
Smart Router Enclosure,39:29.9,"ABS (Flame Retardant, Medium Flow)",180,3885,42,228,224,213,199,73,80,33,56,19,133,9.3,1.46,66,49,31,69,9,14,5.1,3.4,128,201,12,45,38,16.76,3.51,35.4,83.7,45,26.83,0,0,0,0,0,0,0,2,0
Smart Router Enclosure,39:56.7,"ABS (Flame Retardant, Medium Flow)",180,3886,42,229,224,213,201,75,80,32,53,18,131,9.3,1.38,68,50,32,68,8,14,5.3,3.5,128,224,13,45,39,17.12,3.77,35.3,83.5,45,27.21,0,0,0,0,0,0,0,2,0
Smart Router Enclosure,40:23.9,"ABS (Flame Retardant, Medium Flow)",180,3887,41,230,223,216,199,74,78,33,57,18,129,9.3,1.46,64,48,31,66,9,14,5.3,3.7,127,235,12,46,37,17.25,3.48,35.7,81.3,45,27.18,0,0,0,0,0,0,0,2,0
Smart Router Enclosure,40:51.1,"ABS (Flame Retardant, Medium Flow)",180,3888,45,230,224,213,198,74,79,33,53,19,127,8.8,1.49,66,52,34,68,9,15,5.5,3.6,129,227,13,46,37,17.02,3.78,34.5,80.6,45,27.32,0,0,0,0,0,0,0,2,0
Smart Router Enclosure,41:18.4,"ABS (Flame Retardant, Medium Flow)",180,3889,42,228,225,216,197,69,72,33,56,19,133,9,1.57,68,51,32,72,9,13,5.2,3.4,128,232,13,46,37,15.22,3.61,34.6,79.9,45,25.37,0,0,0,0,0,0,0,0,0
Smart Router Enclosure,41:43.8,"ABS (Flame Retardant, Medium Flow)",180,3890,46,229,224,214,200,70,74,34,58,18,130,9.7,1.48,67,49,33,70,8,14,5.5,3.6,132,240,13,48,39,15.2,3.54,35.5,83.4,45,25.3,0,0,0,0,0,0,0,0,0
Smart Router Enclosure,42:09.1,"ABS (Flame Retardant, Medium Flow)",180,3891,46,229,226,212,201,68,73,34,55,19,131,9.3,1.44,66,51,31,68,9,13,5.2,3.5,128,232,12,44,37,15.86,3.54,34.6,83,45,25.8,0,0,0,0,0,0,0,0,0
Smart Router Enclosure,42:34.9,"ABS (Flame Retardant, Medium Flow)",180,3892,44,231,224,213,201,69,76,32,54,19,131,8.7,1.55,68,51,32,66,9,13,5.4,3.6,127,227,13,46,40,14.7,3.3,35.1,80.7,45,24.53,0,0,0,0,0,0,0,0,0
Smart Router Enclosure,42:59.4,"ABS (Flame Retardant, Medium Flow)",180,3893,43,229,227,214,200,70,74,32,55,18,133,9.2,1.49,69,47,31,67,9,14,5.3,3.8,131,234,12,45,37,15.61,3.6,35.9,82,45,25.67,0,0,0,0,0,0,0,0,0
Smart Router Enclosure,43:25.1,"ABS (Flame Retardant, Medium Flow)",180,3894,42,230,221,213,201,68,74,33,59,19,124,9.3,1.55,66,50,32,68,9,14,5.6,3.5,133,220,13,45,39,15.56,3.68,34.5,81.3,45,25.79,0,0,0,0,0,0,0,0,0
Smart Router Enclosure,43:50.9,"ABS (Flame Retardant, Medium Flow)",180,3895,44,230,223,215,200,68,75,33,60,19,125,8.9,1.47,64,47,31,69,8,14,5.6,3.4,126,239,13,44,36,16.11,3.65,35,80.2,45,26.29,0,0,0,0,0,0,0,0,0
Smart Router Enclosure,44:17.2,"ABS (Flame Retardant, Medium Flow)",180,3896,44,227,223,214,201,68,74,33,58,19,132,9,1.52,70,48,31,71,9,14,5.4,3.5,131,243,12,44,37,15.83,3.56,34.8,80.7,45,25.87,0,0,0,0,0,0,0,0,0
